H.Schulz S.Komossa
F.Hartwick H.Lin
F.Hartwick H.Yee
F.Hartwick J.Hesser
F.Hartwick J.Hutchings
F.Hartwick J.Oke
F.Hartwick M.Balogh
F.Hartwick P.Gravel
F.Hartwick R.Abraham
F.Hartwick R.Carlberg
F.Hartwick S.Morris
F.Hartwick T.Smecker-Hane
G.Wirth H.Lin
G.Wirth H.Yee
G.Wirth J.Hesser
G.Wirth J.Hutchings
G.Wirth J.Oke
G.Wirth M.Balogh
G.Wirth P.Gravel
G.Wirth R.Abraham
G.Wirth R.Carlberg
G.Wirth S.Morris
G.Wirth T.Smecker-Hane
H.Lin H.Yee
H.Lin J.Hesser
H.Lin J.Hutchings
H.Lin J.Oke
H.Lin M.Balogh
H.Lin P.Gravel
H.Lin R.Abraham
H.Lin R.Carlberg
H.Lin S.Morris
H.Lin T.Smecker-Hane
H.Yee J.Hesser
H.Yee J.Hutchings
H.Yee J.Oke
H.Yee M.Balogh
H.Yee P.Gravel
H.Yee R.Abraham
H.Yee R.Carlberg
H.Yee S.Morris
H.Yee T.Smecker-Hane
J.Hesser J.Hutchings
J.Hesser J.Oke
J.Hesser M.Balogh
J.Hesser P.Gravel
J.Hesser R.Abraham
J.Hesser R.Carlberg
J.Hesser S.Morris
J.Hesser T.Smecker-Hane
J.Hutchings J.Oke
J.Hutchings M.Balogh
J.Hutchings P.Gravel
J.Hutchings R.Abraham
J.Hutchings R.Carlberg
J.Hutchings S.Morris
J.Hutchings T.Smecker-Hane
J.Oke M.Balogh
J.Oke P.Gravel
J.Oke R.Abraham
J.Oke R.Carlberg
J.Oke S.Morris
J.Oke T.Smecker-Hane
M.Balogh P.Gravel
M.Balogh R.Abraham
M.Balogh R.Carlberg
M.Balogh S.Morris
M.Balogh T.Smecker-Hane
P.Gravel R.Abraham
P.Gravel R.Carlberg
P.Gravel S.Morris
P.Gravel T.Smecker-Hane
R.Abraham R.Carlberg
R.Abraham S.Morris
R.Abraham T.Smecker-Hane
R.Carlberg S.Morris
R.Carlberg T.Smecker-Hane
S.Morris T.Smecker-Hane
G.Frichter T.Gaisser
G.Frichter T.Stanev
T.Gaisser T.Stanev
B.Margon E.Deutsch
P.Knight T.Ponman
A.Reid H.Bohringer
A.Reid L.Lemonon
A.Reid M.Pierre
A.Reid R.Hunstead
A.Reid Y.Mellier
H.Bohringer L.Lemonon
H.Bohringer M.Pierre
H.Bohringer R.Hunstead
H.Bohringer Y.Mellier
L.Lemonon M.Pierre
L.Lemonon R.Hunstead
L.Lemonon Y.Mellier
M.Pierre R.Hunstead
M.Pierre Y.Mellier
R.Hunstead Y.Mellier
C.Gneiding F.Jablonski
C.Gneiding J.Braga
C.Gneiding M.Pereira
F.Jablonski J.Braga
F.Jablonski M.Pereira
J.Braga M.Pereira
J.Theurer P.Ulmschneider
J.Theurer W.Kalkofen
P.Ulmschneider W.Kalkofen
D.Gautier P.Morel
E.Kolb M.Turner
E.Kolb W.Kinney
M.Turner W.Kinney
A.Mazure C.Dantas
A.Mazure H.Capelato
A.Mazure R.Carvalho
C.Dantas H.Capelato
C.Dantas R.Carvalho
H.Capelato R.Carvalho
S.Zhang W.Chen
S.Zhang W.Cui
W.Chen W.Cui
A.Fisher D.Branch
A.Fisher K.Hatano
A.Fisher S.Starrfield
D.Branch K.Hatano
D.Branch S.Starrfield
K.Hatano S.Starrfield
A.Melott E.Hivon
A.Melott J.Frieman
A.Melott J.Fry
A.Melott R.Scoccimarro
A.Melott S.Colombi
E.Hivon J.Frieman
E.Hivon J.Fry
E.Hivon R.Scoccimarro
E.Hivon S.Colombi
J.Frieman J.Fry
J.Frieman R.Scoccimarro
J.Frieman S.Colombi
J.Fry R.Scoccimarro
J.Fry S.Colombi
R.Scoccimarro S.Colombi
A.Babul D.Spergel
A.Babul J.Kepner
D.Spergel J.Kepner
C.Leitherer G.Meurer
C.Leitherer J.Lowenthal
C.Leitherer M.Lehnert
C.Leitherer T.Heckman
G.Meurer J.Lowenthal
G.Meurer M.Lehnert
G.Meurer T.Heckman
J.Lowenthal M.Lehnert
J.Lowenthal T.Heckman
M.Lehnert T.Heckman
Dinh-V-Trung F.Combes
Dinh-V-Trung Nguyen-Q-Rieu
F.Combes Nguyen-Q-Rieu
A.Harding M.Baring
A.Magalhaes C.Rodrigues
A.Magalhaes G.J.
A.Magalhaes V.Piirola
C.Rodrigues G.J.
C.Rodrigues V.Piirola
G.J. V.Piirola
A.Baykal U.Kiziloglu
D.Crampton J.Deltorn
D.Crampton M.Dickinson
D.Crampton O.Fevre
J.Deltorn M.Dickinson
J.Deltorn O.Fevre
M.Dickinson O.Fevre
G.Henri G.Pelletier
F.Combes J.Becquaert
C.Pichon R.Cannon
D.Kelson G.Illingworth
D.Kelson K.Tran
D.Kelson M.Franx
D.Kelson P.Dokkum
G.Illingworth K.Tran
G.Illingworth M.Franx
G.Illingworth P.Dokkum
K.Tran M.Franx
K.Tran P.Dokkum
M.Franx P.Dokkum
A.Alpar A.Esendemir
A.Alpar M.Alev
A.Alpar U.Kiziloglu
A.Esendemir M.Alev
A.Esendemir U.Kiziloglu
M.Alev U.Kiziloglu
A.Fabian D.White
A.Fabian S.Ettori
D.White S.Ettori
G.Tanco N.Sabalisck
G.Tanco R.Opher
G.Tanco V.Jatenco-Pereira
N.Sabalisck R.Opher
N.Sabalisck V.Jatenco-Pereira
R.Opher V.Jatenco-Pereira
J.Mulchaey M.Regan
A.Bijaoui D.Fadda
A.Bijaoui E.Slezak
D.Fadda E.Slezak
A.Blanchard A.Cappi
A.Blanchard C.Balkowski
A.Blanchard C.Collins
A.Blanchard D.Maccagni
A.Blanchard D.Proust
A.Blanchard E.Zucca
A.Blanchard G.Chincarini
A.Blanchard G.Stirpe
A.Blanchard G.Vettolani
A.Blanchard G.Zamorani
A.Blanchard H.MacGillivray
A.Blanchard L.Guzzo
A.Blanchard M.Mignoli
A.Blanchard M.Ramella
A.Blanchard R.Merighi
A.Blanchard R.Scaramella
A.Blanchard S.Maurogordato
A.Blanchard V.Cayatte
A.Cappi C.Balkowski
A.Cappi C.Collins
A.Cappi D.Maccagni
A.Cappi D.Proust
A.Cappi E.Zucca
A.Cappi G.Chincarini
A.Cappi G.Stirpe
A.Cappi G.Vettolani
A.Cappi G.Zamorani
A.Cappi H.MacGillivray
A.Cappi L.Guzzo
A.Cappi M.Mignoli
A.Cappi M.Ramella
A.Cappi R.Merighi
A.Cappi R.Scaramella
A.Cappi S.Maurogordato
A.Cappi V.Cayatte
C.Balkowski C.Collins
C.Balkowski D.Maccagni
C.Balkowski D.Proust
C.Balkowski E.Zucca
C.Balkowski G.Chincarini
C.Balkowski G.Stirpe
C.Balkowski G.Vettolani
C.Balkowski G.Zamorani
C.Balkowski H.MacGillivray
C.Balkowski L.Guzzo
C.Balkowski M.Mignoli
C.Balkowski M.Ramella
C.Balkowski R.Merighi
C.Balkowski R.Scaramella
C.Balkowski S.Maurogordato
C.Balkowski V.Cayatte
C.Collins D.Maccagni
C.Collins D.Proust
C.Collins E.Zucca
C.Collins G.Chincarini
C.Collins G.Stirpe
C.Collins G.Vettolani
C.Collins G.Zamorani
C.Collins H.MacGillivray
C.Collins L.Guzzo
C.Collins M.Mignoli
C.Collins M.Ramella
C.Collins R.Merighi
C.Collins R.Scaramella
C.Collins S.Maurogordato
C.Collins V.Cayatte
D.Maccagni D.Proust
D.Maccagni E.Zucca
D.Maccagni G.Chincarini
D.Maccagni G.Stirpe
D.Maccagni G.Vettolani
D.Maccagni G.Zamorani
D.Maccagni H.MacGillivray
D.Maccagni L.Guzzo
D.Maccagni M.Mignoli
D.Maccagni M.Ramella
D.Maccagni R.Merighi
D.Maccagni R.Scaramella
D.Maccagni S.Maurogordato
D.Maccagni V.Cayatte
D.Proust E.Zucca
D.Proust G.Chincarini
D.Proust G.Stirpe
D.Proust G.Vettolani
D.Proust G.Zamorani
D.Proust H.MacGillivray
D.Proust L.Guzzo
D.Proust M.Mignoli
D.Proust M.Ramella
D.Proust R.Merighi
D.Proust R.Scaramella
D.Proust S.Maurogordato
D.Proust V.Cayatte
E.Zucca G.Chincarini
E.Zucca G.Stirpe
E.Zucca G.Vettolani
E.Zucca G.Zamorani
E.Zucca H.MacGillivray
E.Zucca L.Guzzo
E.Zucca M.Mignoli
E.Zucca M.Ramella
E.Zucca R.Merighi
E.Zucca R.Scaramella
E.Zucca S.Maurogordato
E.Zucca V.Cayatte
G.Chincarini G.Stirpe
G.Chincarini G.Vettolani
G.Chincarini G.Zamorani
G.Chincarini H.MacGillivray
G.Chincarini L.Guzzo
G.Chincarini M.Mignoli
G.Chincarini M.Ramella
G.Chincarini R.Merighi
G.Chincarini R.Scaramella
G.Chincarini S.Maurogordato
G.Chincarini V.Cayatte
G.Stirpe G.Vettolani
G.Stirpe G.Zamorani
G.Stirpe H.MacGillivray
G.Stirpe L.Guzzo
G.Stirpe M.Mignoli
G.Stirpe M.Ramella
G.Stirpe R.Merighi
G.Stirpe R.Scaramella
G.Stirpe S.Maurogordato
G.Stirpe V.Cayatte
G.Vettolani G.Zamorani
G.Vettolani H.MacGillivray
G.Vettolani L.Guzzo
G.Vettolani M.Mignoli
G.Vettolani M.Ramella
G.Vettolani R.Merighi
G.Vettolani R.Scaramella
G.Vettolani S.Maurogordato
G.Vettolani V.Cayatte
G.Zamorani H.MacGillivray
G.Zamorani L.Guzzo
G.Zamorani M.Mignoli
G.Zamorani M.Ramella
G.Zamorani R.Merighi
G.Zamorani R.Scaramella
G.Zamorani S.Maurogordato
G.Zamorani V.Cayatte
H.MacGillivray L.Guzzo
H.MacGillivray M.Mignoli
H.MacGillivray M.Ramella
H.MacGillivray R.Merighi
H.MacGillivray R.Scaramella
H.MacGillivray S.Maurogordato
H.MacGillivray V.Cayatte
L.Guzzo M.Mignoli
L.Guzzo M.Ramella
L.Guzzo R.Merighi
L.Guzzo R.Scaramella
L.Guzzo S.Maurogordato
L.Guzzo V.Cayatte
M.Mignoli M.Ramella
M.Mignoli R.Merighi
M.Mignoli R.Scaramella
M.Mignoli S.Maurogordato
M.Mignoli V.Cayatte
M.Ramella R.Merighi
M.Ramella R.Scaramella
M.Ramella S.Maurogordato
M.Ramella V.Cayatte
R.Merighi R.Scaramella
R.Merighi S.Maurogordato
R.Merighi V.Cayatte
R.Scaramella S.Maurogordato
R.Scaramella V.Cayatte
S.Maurogordato V.Cayatte
A.Filippenko C.Peng
A.Filippenko L.Ho
A.Filippenko W.Sargent
C.Peng L.Ho
C.Peng W.Sargent
L.Ho W.Sargent
A.Filippenko L.Ho
A.Filippenko W.Sargent
L.Ho W.Sargent
A.Filippenko L.Ho
A.Filippenko W.Sargent
L.Ho W.Sargent
D.King L.Smith
D.King M.Pettini
D.King R.Hunstead
L.Smith M.Pettini
L.Smith R.Hunstead
M.Pettini R.Hunstead
L.Sparke W.Maciejewski
P.Eskridge R.Pogge
A.Wilson D.Richstone
A.Wilson G.Bower
A.Wilson T.Heckman
D.Richstone G.Bower
D.Richstone T.Heckman
G.Bower T.Heckman
A.Filippenko L.Ho
A.Filippenko W.Sargent
L.Ho W.Sargent
A.Filippenko L.Ho
A.Filippenko W.Sargent
L.Ho W.Sargent
J.Cohen L.Lubin
J.Cohen R.Blandford
J.Cohen T.Kundic
L.Lubin R.Blandford
L.Lubin T.Kundic
R.Blandford T.Kundic
K.Cheng Z.Dai
S.Yoshida Y.Eriguchi
D.Roberts G.Taylor
D.Roberts P.Udomprasert
D.Roberts T.Pearson
G.Taylor P.Udomprasert
G.Taylor T.Pearson
P.Udomprasert T.Pearson
A.Celotti G.Fossati
A.Celotti G.Ghisellini
A.Celotti L.Studies
G.Fossati G.Ghisellini
G.Fossati L.Studies
G.Ghisellini L.Studies
B.Boyle G.Stewart
B.Boyle I.Georgantopoulos
B.Boyle N.Roche
B.Boyle O.Almaini
B.Boyle R.Griffiths
B.Boyle T.Shanks
G.Stewart I.Georgantopoulos
G.Stewart N.Roche
G.Stewart O.Almaini
G.Stewart R.Griffiths
G.Stewart T.Shanks
I.Georgantopoulos N.Roche
I.Georgantopoulos O.Almaini
I.Georgantopoulos R.Griffiths
I.Georgantopoulos T.Shanks
N.Roche O.Almaini
N.Roche R.Griffiths
N.Roche T.Shanks
O.Almaini R.Griffiths
O.Almaini T.Shanks
R.Griffiths T.Shanks
G.Chabrier I.Baraffe
P.Catelan T.Theuns
A.Gurevich K.Zybin
B.Thomsen G.Worthey
B.Thomsen M.Hammergren
B.Thomsen W.Baum
G.Worthey M.Hammergren
G.Worthey W.Baum
M.Hammergren W.Baum
A.Gurevich K.Zybin
M.Dabrowski M.Hendry
D.Clarke M.Hendry
D.Clarke S.Kanbur
M.Hendry S.Kanbur
D.Graff G.Laughlin
D.Graff K.Freese
G.Laughlin K.Freese
S.White V.Springel
A.Starobinsky D.Tucker
A.Starobinsky E.Tago
A.Starobinsky H.Andernach
A.Starobinsky J.Einasto
A.Starobinsky M.Einasto
A.Starobinsky P.Frisch
A.Starobinsky S.Gottlöber
A.Starobinsky V.Müller
A.Starobinsky V.Saar
D.Tucker E.Tago
D.Tucker H.Andernach
D.Tucker J.Einasto
D.Tucker M.Einasto
D.Tucker P.Frisch
D.Tucker S.Gottlöber
D.Tucker V.Müller
D.Tucker V.Saar
E.Tago H.Andernach
E.Tago J.Einasto
E.Tago M.Einasto
E.Tago P.Frisch
E.Tago S.Gottlöber
E.Tago V.Müller
E.Tago V.Saar
H.Andernach J.Einasto
H.Andernach M.Einasto
H.Andernach P.Frisch
H.Andernach S.Gottlöber
H.Andernach V.Müller
H.Andernach V.Saar
J.Einasto M.Einasto
J.Einasto P.Frisch
J.Einasto S.Gottlöber
J.Einasto V.Müller
J.Einasto V.Saar
M.Einasto P.Frisch
M.Einasto S.Gottlöber
M.Einasto V.Müller
M.Einasto V.Saar
P.Frisch S.Gottlöber
P.Frisch V.Müller
P.Frisch V.Saar
S.Gottlöber V.Müller
S.Gottlöber V.Saar
V.Müller V.Saar
A.Fabian O.Almaini
A.Starobinsky D.Tucker
A.Starobinsky J.Einasto
A.Starobinsky M.Einasto
A.Starobinsky P.Frisch
A.Starobinsky S.Gottlöber
A.Starobinsky V.Müller
A.Starobinsky V.Saar
D.Tucker J.Einasto
D.Tucker M.Einasto
D.Tucker P.Frisch
D.Tucker S.Gottlöber
D.Tucker V.Müller
D.Tucker V.Saar
J.Einasto M.Einasto
J.Einasto P.Frisch
J.Einasto S.Gottlöber
J.Einasto V.Müller
J.Einasto V.Saar
M.Einasto P.Frisch
M.Einasto S.Gottlöber
M.Einasto V.Müller
M.Einasto V.Saar
P.Frisch S.Gottlöber
P.Frisch V.Müller
P.Frisch V.Saar
S.Gottlöber V.Müller
S.Gottlöber V.Saar
V.Müller V.Saar
D.Lai E.Salpeter
A.Loeb Z.Haiman
B.Smith S.Madden
A.Gubanov H.Andernach
A.Gubanov O.Slee
H.Andernach O.Slee
D.Ellison I.Grenier
D.Ellison M.Baring
I.Grenier M.Baring
M.Birkel R.Toldra
A.Harding M.Baring
A.Harding P.Gonthier
M.Baring P.Gonthier
G.Cecil J.Bland-Hawthorn
J.Bland-Hawthorn P.Maloney
F.Allard G.Chabrier
F.Allard I.Baraffe
F.Allard P.Hauschildt
G.Chabrier I.Baraffe
G.Chabrier P.Hauschildt
I.Baraffe P.Hauschildt
A.Sornborger B.Fryxell
A.Sornborger K.Olson
A.Sornborger R.Brandenberger
B.Fryxell K.Olson
B.Fryxell R.Brandenberger
K.Olson R.Brandenberger
B.Milliard J.Deharveng
B.Milliard S.Faisse
B.Milliard V.Brun
J.Deharveng S.Faisse
J.Deharveng V.Brun
S.Faisse V.Brun
A.Blair B.Boyle
A.Blair G.Stewart
A.Blair I.Georgantopoulos
A.Blair N.Roche
A.Blair O.Almaini
A.Blair R.Griffiths
A.Blair T.Shanks
B.Boyle G.Stewart
B.Boyle I.Georgantopoulos
B.Boyle N.Roche
B.Boyle O.Almaini
B.Boyle R.Griffiths
B.Boyle T.Shanks
G.Stewart I.Georgantopoulos
G.Stewart N.Roche
G.Stewart O.Almaini
G.Stewart R.Griffiths
G.Stewart T.Shanks
I.Georgantopoulos N.Roche
I.Georgantopoulos O.Almaini
I.Georgantopoulos R.Griffiths
I.Georgantopoulos T.Shanks
N.Roche O.Almaini
N.Roche R.Griffiths
N.Roche T.Shanks
O.Almaini R.Griffiths
O.Almaini T.Shanks
R.Griffiths T.Shanks
G.Kauffmann S.Charlot
D.Groote D.Reimers
D.Groote L.Wisotzki
D.Groote T.Koehler
D.Reimers L.Wisotzki
D.Reimers T.Koehler
L.Wisotzki T.Koehler
C.Corsi E.Carretta
C.Corsi F.Pecci
C.Corsi G.Clementini
C.Corsi M.Lattanzi
C.Corsi R.Gratton
E.Carretta F.Pecci
E.Carretta G.Clementini
E.Carretta M.Lattanzi
E.Carretta R.Gratton
F.Pecci G.Clementini
F.Pecci M.Lattanzi
F.Pecci R.Gratton
G.Clementini M.Lattanzi
G.Clementini R.Gratton
M.Lattanzi R.Gratton
C.Willott K.Blundell
C.Willott M.Lacy
C.Willott S.Eales
C.Willott S.Rawlings
K.Blundell M.Lacy
K.Blundell S.Eales
K.Blundell S.Rawlings
M.Lacy S.Eales
M.Lacy S.Rawlings
S.Eales S.Rawlings
M.Smolsky V.Usov
M.Rees P.Meszaros
M.Rees R.Wijers
P.Meszaros R.Wijers
J.Horvath J.Pacheco
A.Berlind A.Quillen
A.Berlind K.Sellgren
A.Berlind R.Pogge
A.Quillen K.Sellgren
A.Quillen R.Pogge
K.Sellgren R.Pogge
B.Margon E.Deutsch
B.Margon R.Downes
B.Margon S.Anderson
E.Deutsch R.Downes
E.Deutsch S.Anderson
R.Downes S.Anderson
R.Windhorst S.Driver
R.Windhorst S.Odewahn
R.Windhorst W.Couch
S.Driver S.Odewahn
S.Driver W.Couch
S.Odewahn W.Couch
A.Aparicio C.Gallart
A.Aparicio G.Bertelli
C.Gallart G.Bertelli
A.Stebbins B.Allen
A.Stebbins E.Shellard
A.Stebbins L.Knox
A.Stebbins R.Caldwell
A.Stebbins S.Dodelson
B.Allen E.Shellard
B.Allen L.Knox
B.Allen R.Caldwell
B.Allen S.Dodelson
E.Shellard L.Knox
E.Shellard R.Caldwell
E.Shellard S.Dodelson
L.Knox R.Caldwell
L.Knox S.Dodelson
R.Caldwell S.Dodelson
K.Cheng Z.Dai
A.Comastri G.Brunetti
A.Comastri G.Setti
G.Brunetti G.Setti
C.Willott K.Blundell
C.Willott M.Lacy
C.Willott S.Rawlings
K.Blundell M.Lacy
K.Blundell S.Rawlings
M.Lacy S.Rawlings
N.Turok U.Pen
N.Turok U.Seljak
U.Pen U.Seljak
F.Stecker M.Salamon
G.Steigman R.Gruenwald
G.Steigman S.Viegas
R.Gruenwald S.Viegas
A.Wolfe J.Prochaska
R.Smith S.Driver
R.Smith S.Phillipps
S.Driver S.Phillipps
A.Frank G.Mellema
H.Wagner J.Schmalzing
H.Wagner M.Kerscher
H.Wagner T.Buchert
J.Schmalzing M.Kerscher
J.Schmalzing T.Buchert
M.Kerscher T.Buchert
D.Drozdova I.Panchenko
C.Bennett D.Fixsen
C.Bennett G.Hinshaw
C.Bennett J.Mather
D.Fixsen G.Hinshaw
D.Fixsen J.Mather
G.Hinshaw J.Mather
A.Fabian A.Lasenby
A.Fabian C.Reynolds
A.Fabian K.Iwasawa
A.Fabian Y.Dabrowski
A.Lasenby C.Reynolds
A.Lasenby K.Iwasawa
A.Lasenby Y.Dabrowski
C.Reynolds K.Iwasawa
C.Reynolds Y.Dabrowski
K.Iwasawa Y.Dabrowski
A.Salis D.Fargion
D.Fiume D.Frail
D.Fiume E.Costa
D.Fiume E.Palazzi
D.Fiume F.Frontera
D.Fiume J.Heise
D.Fiume L.Nicastro
D.Fiume L.Piro
D.Fiume M.Feroci
D.Fiume R.Jager
D.Fiume S.Kulkarni
D.Frail E.Costa
D.Frail E.Palazzi
D.Frail F.Frontera
D.Frail J.Heise
D.Frail L.Nicastro
D.Frail L.Piro
D.Frail M.Feroci
D.Frail R.Jager
D.Frail S.Kulkarni
E.Costa E.Palazzi
E.Costa F.Frontera
E.Costa J.Heise
E.Costa L.Nicastro
E.Costa L.Piro
E.Costa M.Feroci
E.Costa R.Jager
E.Costa S.Kulkarni
E.Palazzi F.Frontera
E.Palazzi J.Heise
E.Palazzi L.Nicastro
E.Palazzi L.Piro
E.Palazzi M.Feroci
E.Palazzi R.Jager
E.Palazzi S.Kulkarni
F.Frontera J.Heise
F.Frontera L.Nicastro
F.Frontera L.Piro
F.Frontera M.Feroci
F.Frontera R.Jager
F.Frontera S.Kulkarni
J.Heise L.Nicastro
J.Heise L.Piro
J.Heise M.Feroci
J.Heise R.Jager
J.Heise S.Kulkarni
L.Nicastro L.Piro
L.Nicastro M.Feroci
L.Nicastro R.Jager
L.Nicastro S.Kulkarni
L.Piro M.Feroci
L.Piro R.Jager
L.Piro S.Kulkarni
M.Feroci R.Jager
M.Feroci S.Kulkarni
R.Jager S.Kulkarni
D.Depoy I.Gatley
D.Depoy P.Hall
D.Depoy P.Martini
I.Gatley P.Hall
I.Gatley P.Martini
P.Hall P.Martini
J.Arnold J.Makino
J.Arnold P.Hut
J.Arnold S.McMillan
J.Arnold T.Sterling
J.Makino P.Hut
J.Makino S.McMillan
J.Makino T.Sterling
P.Hut S.McMillan
P.Hut T.Sterling
S.McMillan T.Sterling
A.Songaila E.Hu
A.Songaila L.Cowie
A.Songaila T.Kim
E.Hu L.Cowie
E.Hu T.Kim
L.Cowie T.Kim
R.Protheroe W.Bednarek
R.Protheroe W.Bednarek
A.Provenzale E.Spiegel
A.Provenzale G.Murante
A.Provenzale R.Thieberger
E.Spiegel G.Murante
E.Spiegel R.Thieberger
G.Murante R.Thieberger
E.Avera I.Karachentsev
E.Avera R.Giovanelli
I.Karachentsev R.Giovanelli
J.Gerritsen R.Bottema
A.Hatzes A.Misch
A.Hatzes M.Kurster
A.Hatzes S.Vogt
A.Misch M.Kurster
A.Misch S.Vogt
M.Kurster S.Vogt
A.Gonzalez S.Faber
A.Celotti A.Treves
A.Celotti C.Otani
A.Celotti C.Urry
A.Celotti E.Pian
A.Celotti F.Makino
A.Celotti G.Madejski
A.Celotti H.Marshall
A.Celotti J.Pesce
A.Celotti J.Shull
A.Celotti K.Sasaki
A.Celotti L.Maraschi
A.Celotti M.Tashiro
A.Celotti P.Smith
A.Celotti R.Fujimoto
A.Celotti R.Sambruna
A.Celotti S.Penton
A.Celotti T.Kii
A.Celotti T.Takahashi
A.Treves C.Otani
A.Treves C.Urry
A.Treves E.Pian
A.Treves F.Makino
A.Treves G.Madejski
A.Treves H.Marshall
A.Treves J.Pesce
A.Treves J.Shull
A.Treves K.Sasaki
A.Treves L.Maraschi
A.Treves M.Tashiro
A.Treves P.Smith
A.Treves R.Fujimoto
A.Treves R.Sambruna
A.Treves S.Penton
A.Treves T.Kii
A.Treves T.Takahashi
C.Otani C.Urry
C.Otani E.Pian
C.Otani F.Makino
C.Otani G.Madejski
C.Otani H.Marshall
C.Otani J.Pesce
C.Otani J.Shull
C.Otani K.Sasaki
C.Otani L.Maraschi
C.Otani M.Tashiro
C.Otani P.Smith
C.Otani R.Fujimoto
C.Otani R.Sambruna
C.Otani S.Penton
C.Otani T.Kii
C.Otani T.Takahashi
C.Urry E.Pian
C.Urry F.Makino
C.Urry G.Madejski
C.Urry H.Marshall
C.Urry J.Pesce
C.Urry J.Shull
C.Urry K.Sasaki
C.Urry L.Maraschi
C.Urry M.Tashiro
C.Urry P.Smith
C.Urry R.Fujimoto
C.Urry R.Sambruna
C.Urry S.Penton
C.Urry T.Kii
C.Urry T.Takahashi
E.Pian F.Makino
E.Pian G.Madejski
E.Pian H.Marshall
E.Pian J.Pesce
E.Pian J.Shull
E.Pian K.Sasaki
E.Pian L.Maraschi
E.Pian M.Tashiro
E.Pian P.Smith
E.Pian R.Fujimoto
E.Pian R.Sambruna
E.Pian S.Penton
E.Pian T.Kii
E.Pian T.Takahashi
F.Makino G.Madejski
F.Makino H.Marshall
F.Makino J.Pesce
F.Makino J.Shull
F.Makino K.Sasaki
F.Makino L.Maraschi
F.Makino M.Tashiro
F.Makino P.Smith
F.Makino R.Fujimoto
F.Makino R.Sambruna
F.Makino S.Penton
F.Makino T.Kii
F.Makino T.Takahashi
G.Madejski H.Marshall
G.Madejski J.Pesce
G.Madejski J.Shull
G.Madejski K.Sasaki
G.Madejski L.Maraschi
G.Madejski M.Tashiro
G.Madejski P.Smith
G.Madejski R.Fujimoto
G.Madejski R.Sambruna
G.Madejski S.Penton
G.Madejski T.Kii
G.Madejski T.Takahashi
H.Marshall J.Pesce
H.Marshall J.Shull
H.Marshall K.Sasaki
H.Marshall L.Maraschi
H.Marshall M.Tashiro
H.Marshall P.Smith
H.Marshall R.Fujimoto
H.Marshall R.Sambruna
H.Marshall S.Penton
H.Marshall T.Kii
H.Marshall T.Takahashi
J.Pesce J.Shull
J.Pesce K.Sasaki
J.Pesce L.Maraschi
J.Pesce M.Tashiro
J.Pesce P.Smith
J.Pesce R.Fujimoto
J.Pesce R.Sambruna
J.Pesce S.Penton
J.Pesce T.Kii
J.Pesce T.Takahashi
J.Shull K.Sasaki
J.Shull L.Maraschi
J.Shull M.Tashiro
J.Shull P.Smith
J.Shull R.Fujimoto
J.Shull R.Sambruna
J.Shull S.Penton
J.Shull T.Kii
J.Shull T.Takahashi
K.Sasaki L.Maraschi
K.Sasaki M.Tashiro
K.Sasaki P.Smith
K.Sasaki R.Fujimoto
K.Sasaki R.Sambruna
K.Sasaki S.Penton
K.Sasaki T.Kii
K.Sasaki T.Takahashi
L.Maraschi M.Tashiro
L.Maraschi P.Smith
L.Maraschi R.Fujimoto
L.Maraschi R.Sambruna
L.Maraschi S.Penton
L.Maraschi T.Kii
L.Maraschi T.Takahashi
M.Tashiro P.Smith
M.Tashiro R.Fujimoto
M.Tashiro R.Sambruna
M.Tashiro S.Penton
M.Tashiro T.Kii
M.Tashiro T.Takahashi
P.Smith R.Fujimoto
P.Smith R.Sambruna
P.Smith S.Penton
P.Smith T.Kii
P.Smith T.Takahashi
R.Fujimoto R.Sambruna
R.Fujimoto S.Penton
R.Fujimoto T.Kii
R.Fujimoto T.Takahashi
R.Sambruna S.Penton
R.Sambruna T.Kii
R.Sambruna T.Takahashi
S.Penton T.Kii
S.Penton T.Takahashi
T.Kii T.Takahashi
A.Barth A.Filippenko
A.Barth A.Layden
A.Barth A.Magalhaes
A.Barth A.Pereyra
A.Barth A.Schutte
A.Barth A.Treves
A.Barth C.Palma
A.Barth C.Rodrigues
A.Barth C.Urry
A.Barth D.Buckley
A.Barth D.Kilkenny
A.Barth E.Covino
A.Barth E.Hooper
A.Barth E.Pian
A.Barth F.Marang
A.Barth F.Wyk
A.Barth H.Aller
A.Barth J.Pesce
A.Barth J.Walt
A.Barth L.Knee
A.Barth L.Maraschi
A.Barth M.Kedziora-Chudczer
A.Barth M.Kunkel
A.Barth M.Sitko
A.Barth M.Tornikoski
A.Barth P.Grandi
A.Barth P.Smith
A.Barth P.Whitelock
A.Barth R.Kollgaard
A.Barth S.Wolk
A.Barth V.Margoniner
A.Filippenko A.Layden
A.Filippenko A.Magalhaes
A.Filippenko A.Pereyra
A.Filippenko A.Schutte
A.Filippenko A.Treves
A.Filippenko C.Palma
A.Filippenko C.Rodrigues
A.Filippenko C.Urry
A.Filippenko D.Buckley
A.Filippenko D.Kilkenny
A.Filippenko E.Covino
A.Filippenko E.Hooper
A.Filippenko E.Pian
A.Filippenko F.Marang
A.Filippenko F.Wyk
A.Filippenko H.Aller
A.Filippenko J.Pesce
A.Filippenko J.Walt
A.Filippenko L.Knee
A.Filippenko L.Maraschi
A.Filippenko M.Kedziora-Chudczer
